,Unnamed: 0,Date,Country,Activity,Hemispheres,Months
4811,4811,18-Jul-1938,USA,Swimming,Hemisphere-N,jul
4813,4813,17-Jul-1938,USA,"Fishing, removing gaff from shark's mouth",Hemisphere-N,jul
4814,4814,12-Jul-1938,AUSTRALIA,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",Hemisphere-S,jul
4816,4816,08-Jun-1938,AUSTRALIA,Hardhat diving,Hemisphere-S,jun
4821,4821,08-Mar-1938,AUSTRALIA,Canoe capsized by shark,Hemisphere-S,mar
4822,4822,21-Jan-1938,AUSTRALIA,Fishing,Hemisphere-S,jan
4823,4823,18-Jan-1938,SOUTH AFRICA,"Watching seine netters with friends, one of whom picked up a netted shark",Hemisphere-S,jan
4824,4824,14-Jan-1938,AUSTRALIA,Diving off jetty,Hemisphere-S,jan
4825,4825,02-Jan-1938,AUSTRALIA,Surf skiing,Hemisphere-S,jan
4831,4831,13-Nov-1937,USA,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",Hemisphere-N,nov
4832,4832,11-Nov-1937,AUSTRALIA,Diving for trochus,Hemisphere-S,nov
4834,4834,27-Oct-1937,AUSTRALIA,Swimming ,Hemisphere-S,oct
4835,4835,27-Oct-1937,AUSTRALIA,Swimming ,Hemisphere-S,oct
4836,4836,24-Oct-1937,AUSTRALIA,Swimming near jetty,Hemisphere-S,oct
4837,4837,24-Oct-1937,AUSTRALIA,Surf skiing,Hemisphere-S,oct
4842,4842,31-Aug-1937,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",Hemisphere-S,aug
4848,4848,15-Jun-1937,AUSTRALIA,"Fishing from launch, fell into net with shark",Hemisphere-S,jun
4849,4849,15-Jun-1937,USA,Swimming,Hemisphere-N,jun
4850,4850,30-May-1937,USA,Fishing,Hemisphere-N,may
4851,4851,15-May-1937,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",Hemisphere-S,may
4852,4852,26-Mar-1937,AUSTRALIA,Bathing,Hemisphere-S,mar
4853,4853,09-Mar-1937,AUSTRALIA,Swimming,Hemisphere-S,mar
4854,4854,13-Feb-1937,AUSTRALIA,Swimming,Hemisphere-S,feb
4855,4855,11-Feb-1937,AUSTRALIA,Swimming ashore after launch capsized,Hemisphere-S,feb
4856,4856,04-Feb-1937,AUSTRALIA,Fishing,Hemisphere-S,feb
4857,4857,03-Feb-1937,AUSTRALIA,Fishing,Hemisphere-S,feb
4859,4859,27-Jan-1937,AUSTRALIA,Holding shark's tail ,Hemisphere-S,jan
4861,4861,30-Dec-1936,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",Hemisphere-N,dec
4862,4862,19-Dec-1936,AUSTRALIA,Sculling,Hemisphere-S,dec
4863,4863,15-Dec-1936,AUSTRALIA,Fishing for the shark that killed George Lundberg,Hemisphere-S,dec
4864,4864,12-Dec-1936,AUSTRALIA,Swimming,Hemisphere-S,dec
4865,4865,01-Dec-1936,AUSTRALIA,Fishing,Hemisphere-S,dec
4866,4866,27-Nov-1936,AUSTRALIA,Spearfishing ,Hemisphere-S,nov
4868,4868,04-Sep-1936,USA,Swimming,Hemisphere-N,sep
4869,4869,24-Aug-1936,AUSTRALIA,"Trochus diving, but floating on surface",Hemisphere-S,aug
4873,4873,Aug-1936,USA,Fishing,Hemisphere-N,aug
4874,4874,25-Jul-1936,USA,Swimming crawl stroke,Hemisphere-N,jul
4875,4875,12-Jul-1936,USA,Fishing for bluefish,Hemisphere-N,jul
4876,4876,07-Jul-1936,AUSTRALIA,Diving,Hemisphere-S,jul
4877,4877,Jul-1936,SOUTH AFRICA,"Fishing, catching snoek, Thyrsites atun",Hemisphere-S,jul
4878,4878,26-Jun-1936,AUSTRALIA,"Diving for trochus , but swimming on surface",Hemisphere-S,jun
4879,4879,06-Jun-1936,USA,Swimming,Hemisphere-N,jun
4880,4880,22-Apr-1936,AUSTRALIA,Diving for trochus,Hemisphere-S,apr
4882,4882,30-Mar-1936,USA,Fishing,Hemisphere-N,mar
4883,4883,12-Mar-1936,AUSTRALIA,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island,Hemisphere-S,mar
4884,4884,19-Mar-1936,AUSTRALIA,Diving for trochus,Hemisphere-S,mar
4885,4885,04-Mar-1936,AUSTRALIA,Rowing ,Hemisphere-S,mar
4886,4886,23-Feb-1936,AUSTRALIA,Touching the mouth of a supposedly dead shark,Hemisphere-S,feb
4888,4888,04-Feb-1936,AUSTRALIA,Swimming,Hemisphere-S,feb
4889,4889,22-Jan-1936,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",Hemisphere-S,jan
4890,4890,05-Jan-1936,AUSTRALIA,Surfing,Hemisphere-S,jan
4891,4891,Jan-1936,AUSTRALIA,Paddleskiing,Hemisphere-S,jan
4893,4893,23-Dec-1935,AUSTRALIA,Cruising,Hemisphere-S,dec
4894,4894,13-Nov-1935,AUSTRALIA,Diving?,Hemisphere-S,nov
4895,4895,21-Sep-1935,USA,Swimming,Hemisphere-N,sep
4897,4897,26-Aug-1935,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",Hemisphere-S,aug
4899,4899,13-Aug-1935,AUSTRALIA,Diving for beche-de-mer from lugger,Hemisphere-S,aug
4900,4900,27-Jul-1935,USA,fishing boat exploded & sank,Hemisphere-N,jul
4901,4901,27-Jul-1935,USA,fishing boat exploded & sank,Hemisphere-N,jul
4904,4904,18-Jun-1935,USA,"Fishing for bluefish, shark leapt into dory",Hemisphere-N,jun
4906,4906,Jun-1935,AUSTRALIA,,Hemisphere-S,jun
4907,4907,Jun-1935,PAPUA NEW GUINEA,,Hemisphere-S,jun
4908,4908,19-May-1935,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,Hemisphere-S,may
4909,4909,12-May-1935,AUSTRALIA,Pearl diving,Hemisphere-S,may
4910,4910,25-Apr-1935,AUSTRALIA,"Disappeared 11 days earlier, probable homicide victim",Hemisphere-S,apr
4913,4913,30-Mar-1935,AUSTRALIA,Diving from dinghy for trochus shell,Hemisphere-S,mar
4915,4915,20-Mar-1935,AUSTRALIA,"Pearl diving, but standing in the water",Hemisphere-S,mar
4916,4916,13-Mar-1935,AUSTRALIA,Hauling in net with shark in it,Hemisphere-S,mar
4917,4917,11-Mar-1935,AUSTRALIA,Surfing,Hemisphere-S,mar
4918,4918,09-Mar-1935,AUSTRALIA,Swimming,Hemisphere-S,mar
4919,4919,02-Mar-1935,AUSTRALIA,Standing,Hemisphere-S,mar
4920,4920,14-Feb-1935,AUSTRALIA,Surfing (pneumatic surfboard),Hemisphere-S,feb
4921,4921,24-Jan-1935,AUSTRALIA,Fishing,Hemisphere-S,jan
4922,4922,24-Jan-1935,AUSTRALIA,Fishing for sharks,Hemisphere-S,jan
4924,4924,17-Jan-1935,AUSTRALIA,,Hemisphere-S,jan
4925,4925,31-Dec-1934,AUSTRALIA,Splashing,Hemisphere-S,dec
4926,4926,31-Dec-1934,AUSTRALIA,Swimming (lead swimmer in race),Hemisphere-S,dec
4927,4927,23-Dec-1934,AUSTRALIA,Taken as he dived into the water,Hemisphere-S,dec
4928,4928,23-Oct-1934,AUSTRALIA,Swimming & splashing,Hemisphere-S,oct
4929,4929,09-Oct-1934,AUSTRALIA,Bathing,Hemisphere-S,oct
4931,4931,22-Oct-1934,AUSTRALIA,Freediving for trochus shell (submerged),Hemisphere-S,oct
4935,4935,26-Aug-1934,AUSTRALIA,Dived into sea from launch & bitten immediately,Hemisphere-S,aug
4937,4937,05-Aug-1934,USA,Swimming,Hemisphere-N,aug
4938,4938,11-Jul-1934,AUSTRALIA,Fishing,Hemisphere-S,jul
4939,4939,21-Jun-1934,AUSTRALIA,Fishing,Hemisphere-S,jun
4940,4940,20-Jun-1934,USA,Standing,Hemisphere-N,jun
4941,4941,15-Apr-1934,AUSTRALIA,Body surfing,Hemisphere-S,apr
4942,4942,01-Apr-1934,SOUTH AFRICA,Swimming,Hemisphere-S,apr
4943,4943,01-Apr-1934,SOUTH AFRICA,Swimming ,Hemisphere-S,apr
4944,4944,01-Apr-1934,AUSTRALIA,Swimming in waist-deep water ,Hemisphere-S,apr
4945,4945,12-Mar-1934,AUSTRALIA,Swimming in hip-deep water,Hemisphere-S,mar
4946,4946,Mar-1934,AUSTRALIA,Fishing ,Hemisphere-S,mar
4947,4947,24-Feb-1934,AUSTRALIA,Splashing in water ,Hemisphere-S,feb
4950,4950,27-Jan-1934,AUSTRALIA,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,Hemisphere-S,jan
4951,4951,07-Jan-1934,AUSTRALIA,Swimming on sandbar adjacent to channel,Hemisphere-S,jan
4952,4952,20-Nov-1933,AUSTRALIA,Free diving for trochus ,Hemisphere-S,nov
4953,4953,18-Nov-1933,AUSTRALIA,Pearl diving,Hemisphere-S,nov
4956,4956,28-Aug-1933,USA,"Fishing, caught a 15' shark & took it onboard",Hemisphere-N,aug
4957,4957,28-Aug-1933,USA,Bathing,Hemisphere-N,aug
4960,4960,03-Jul-1933,AUSTRALIA,Pearl diving,Hemisphere-S,jul
4961,4961,21-Jun-1933,USA,Sitting in 3' of water,Hemisphere-N,jun
4962,4962,16-Jun-1933,USA,Standing,Hemisphere-N,jun
4963,4963,13-Jun-1933,AUSTRALIA,Fishing,Hemisphere-S,jun
4965,4965,23-May-1933,AUSTRALIA,Fishing,Hemisphere-S,may
4968,4968,10-Apr-1933,USA,Swimming,Hemisphere-N,apr
4969,4969,26-Feb-1933,AUSTRALIA,Standing on his hands,Hemisphere-S,feb
4971,4971,14-Feb-1933,AUSTRALIA,,Hemisphere-S,feb
4972,4972,12-Feb-1933,AUSTRALIA,Fishing,Hemisphere-S,feb
4973,4973,04-Jan-1933,AUSTRALIA,Swimming,Hemisphere-S,jan
4977,4977,31-Oct-1932,AUSTRALIA,Swimming,Hemisphere-S,oct
4980,4980,30-Aug-1932,AUSTRALIA,,Hemisphere-S,aug
4981,4981,30-Aug-1932,AUSTRALIA,,Hemisphere-S,aug
4982,4982,10-Aug-1932,USA,Fishing,Hemisphere-N,aug
4983,4983,09-Aug-1932,AUSTRALIA,Pearl diving,Hemisphere-S,aug
4987,4987,28-Jun-1932,USA,Fishing,Hemisphere-N,jun
4988,4988,26-Jun-1932,USA,Fishing,Hemisphere-N,jun
4990,4990,12-May-1932,AUSTRALIA,Pearl diving,Hemisphere-S,may
4991,4991,May 1932,AUSTRALIA,Pearl diving,Hemisphere-S,may
4994,4994,16-Feb-1932,USA,Swimming,Hemisphere-N,feb
4995,4995,13-Feb-1932,AUSTRALIA,Fishing with dynamite,Hemisphere-S,feb
4997,4997,27-Jan-1932,AUSTRALIA,Swimming,Hemisphere-S,jan
4998,4998,11-Jan-1932,AUSTRALIA,Fishing,Hemisphere-S,jan
5001,5001,26-Nov-1931,AUSTRALIA,Diving for trochus from lugger,Hemisphere-S,nov
5003,5003,21-Sep-1931,USA,Swimming,Hemisphere-N,sep
5004,5004,21-Sep-1931,USA,Swimming ,Hemisphere-N,sep
5005,5005,02-Sep-1931,USA,Fishing,Hemisphere-N,sep
5007,5007,30-Aug-1931,USA,,Hemisphere-N,aug
5008,5008,27-Aug-1931,USA,Fishing for bluefish,Hemisphere-N,aug
5011,5011,18-Aug-1931,USA,Swimming,Hemisphere-N,aug
5013,5013,01-Aug-1931,AUSTRALIA,Fell overboard?,Hemisphere-S,aug
5015,5015,15-Jul-1931,USA,Swimming,Hemisphere-N,jul
5016,5016,14-Jun-1931,USA,"Fishing, had just speared a ulua",Hemisphere-N,jun
5017,5017,13-Jun-1931,USA,Gaffing & attempting to bring onboard a harpooned shark,Hemisphere-N,jun
5019,5019,02-May-1931,AUSTRALIA,,Hemisphere-S,may
5021,5021,22-Mar-1931,AUSTRALIA,Fishing with a cast net,Hemisphere-S,mar
5023,5023,06-Mar-1931,AUSTRALIA,"Fishing, hauling in net, shark in net",Hemisphere-S,mar
5024,5024,10-Feb-1931,AUSTRALIA,Swimming ,Hemisphere-S,feb
5025,5025,24-Jan-1931,AUSTRALIA,,Hemisphere-S,jan
5026,5026,14-Jan-1931,AUSTRALIA,Pearl diving,Hemisphere-S,jan
5027,5027,07-Jan-1931,AUSTRALIA,Swimming,Hemisphere-S,jan
5030,5030,25-Dec-1930,AUSTRALIA,Swimming,Hemisphere-S,dec
5031,5031,13-Dec-1930,AUSTRALIA,Fell overboard,Hemisphere-S,dec
5032,5032,02-Dec-1930,AUSTRALIA,Fishing,Hemisphere-S,dec
5033,5033,Dec-1930,AUSTRALIA,,Hemisphere-S,dec
5034,5034,30-Nov-1930,AUSTRALIA,Thrown into water from fishing dinghy,Hemisphere-S,nov
5037,5037,31-Aug-1930,AUSTRALIA,Fishing,Hemisphere-S,aug
5039,5039,06-Aug-1930,USA,Swimming,Hemisphere-N,aug
5041,5041,11-Jul-1930,USA,Swimming,Hemisphere-N,jul
5042,5042,04-Jun-1930,AUSTRALIA,,Hemisphere-S,jun
5043,5043,27-May-1930,USA,Swimming / floating,Hemisphere-N,may
5046,5046,08-Apr-1930,SOUTH AFRICA,,Hemisphere-S,apr
5048,5048,20-Feb-1930,AUSTRALIA,Pearl diving,Hemisphere-S,feb
5049,5049,15-Feb-1930,AUSTRALIA,Diving off pier & treading water,Hemisphere-S,feb
5052,5052,16-Jan-1930,SOUTH AFRICA,Swimming,Hemisphere-S,jan
5056,5056,26-Dec-1929,AUSTRALIA,Diving by wharf,Hemisphere-S,dec
5057,5057,21-Dec-1929,AUSTRALIA,Diving,Hemisphere-S,dec
5058,5058,16-Dec-1929,AUSTRALIA,Bathing or body surfing ,Hemisphere-S,dec
5059,5059,13-Dec-1929,AUSTRALIA,Pearl diving,Hemisphere-S,dec
5064,5064,20-Oct-1929,AUSTRALIA,Pearl diving,Hemisphere-S,oct
5066,5066,01-Sep-1929,AUSTRALIA,Fell from wharf into water & attacked immediately,Hemisphere-S,sep
5067,5067,05-Aug-1929,USA,Bathing,Hemisphere-N,aug
5070,5070,23-Jun-1929,USA,Fishing,Hemisphere-N,jun
5071,5071,31-May-1929,AUSTRALIA,Pearl diving,Hemisphere-S,may
5074,5074,11-Apr-1929,AUSTRALIA,Standing in knee-deep water,Hemisphere-S,apr
5075,5075,09-Apr-1929,AUSTRALIA,,Hemisphere-S,apr
5076,5076,04-Apr-1929,AUSTRALIA,Swimming between boats,Hemisphere-S,apr
5077,5077,16-Mar-1929,USA,Swimming,Hemisphere-N,mar
5078,5078,12-Mar-1929,AUSTRALIA,Bathing,Hemisphere-S,mar
5079,5079,04-Mar-1929,AUSTRALIA,Launching rowboat through the surf,Hemisphere-S,mar
5080,5080,04-Mar-1929,AUSTRALIA,Launching rowboat through the surf,Hemisphere-S,mar
5081,5081,18-Feb-1929,AUSTRALIA,Body surfing,Hemisphere-S,feb
5082,5082,09-Feb-1929,AUSTRALIA,Canoeing,Hemisphere-S,feb
5083,5083,08-Feb-1929,AUSTRALIA,Swimming,Hemisphere-S,feb
5084,5084,27-Jan-1929,AUSTRALIA,Swimming,Hemisphere-S,jan
5085,5085,14-Jan-1929,NEW ZEALAND,Bathing,Hemisphere-S,jan
5086,5086,12-Jan-1929,AUSTRALIA,Body surfing,Hemisphere-S,jan
5094,5094,21-Dec-1928,AUSTRALIA,Pearl diving,Hemisphere-S,dec
5095,5095,18-Nov-1928,USA,Fishing,Hemisphere-N,nov
5097,5097,12-Nov-1928,USA,"Sea Disaster, sinking of the  SS Vestris",Hemisphere-N,nov
5099,5099,Sep-1928,USA,Fishing,Hemisphere-N,sep
5101,5101,11-Jul-1928,AUSTRALIA,Pearl diving,Hemisphere-S,jul
5106,5106,14-Apr-1928,AUSTRALIA,Treading water,Hemisphere-S,apr
5108,5108,06-Apr-1928,AUSTRALIA,Bathing,Hemisphere-S,apr
5109,5109,04-Apr-1928,AUSTRALIA,Standing in waist-deep water,Hemisphere-S,apr
5111,5111,20-Feb-1928,AUSTRALIA,Pearl diving,Hemisphere-S,feb
5114,5114,27-Jan-1928,AUSTRALIA,Retrieving meat from a cage in the water,Hemisphere-S,jan
5115,5115,21-Jan-1928,USA,Swimming,Hemisphere-N,jan
5117,5117,02-Jan-1928,SOUTH AFRICA,,Hemisphere-S,jan
5118,5118,Jan-1928,SOUTH AFRICA,Body surfing,Hemisphere-S,jan
5120,5120,28-Dec-1927,SOUTH AFRICA,Swimming,Hemisphere-S,dec
5121,5121,03-Nov-1927,AUSTRALIA,The steamer Tahiti collided with the ferry Greycliffe,Hemisphere-S,nov
5123,5123,12-Oct-1927,AUSTRALIA,Riding horseback across the creek,Hemisphere-S,oct
5125,5125,03-Jul-1927,AUSTRALIA,,Hemisphere-S,jul
5128,5128,20-Apr-1927,AUSTRALIA,Diving,Hemisphere-S,apr
5129,5129,08-Apr-1927,AUSTRALIA,Pearl diving,Hemisphere-S,apr
5130,5130,11-Mar-1927,AUSTRALIA,Body surfing / treading water,Hemisphere-S,mar
5132,5132,09-Feb-1927,AUSTRALIA,Attempting to rescue drowning man,Hemisphere-S,feb
5133,5133,Feb-1927,NEW ZEALAND,Fishing,Hemisphere-S,feb
5134,5134,20-Jan-1927,SOUTH AFRICA,Body surfing,Hemisphere-S,jan
5136,5136,03-Jan-1927,AUSTRALIA,Swimming,Hemisphere-S,jan
5140,5140,17-Nov-1926,AUSTRALIA,Diving,Hemisphere-S,nov
5142,5142,23-Oct-1926,AUSTRALIA,Bathing,Hemisphere-S,oct
5145,5145,24-Aug-1926,USA,Swimming,Hemisphere-N,aug
5147,5147,12-Jul-1926,USA,Fishing,Hemisphere-N,jul
5148,5148,08-Jul-1926,USA,Swimming with dog near canning factory,Hemisphere-N,jul
5150,5150,18-May-1926,USA,Swimming,Hemisphere-N,may
5152,5152,07-Apr-1926,USA,Swimming,Hemisphere-N,apr
5153,5153,17-Mar-1926,AUSTRALIA,Swimming ,Hemisphere-S,mar
5154,5154,26-Jan-1926,SOUTH AFRICA,Swimming,Hemisphere-S,jan
5155,5155,Jan-1926,AUSTRALIA,,Hemisphere-S,jan
5160,5160,22-Nov-1925,AUSTRALIA,Floating on his back,Hemisphere-S,nov
5161,5161,Nov-1925,USA,,Hemisphere-N,nov
5162,5162,Nov-1925,USA,,Hemisphere-N,nov
5165,5165,02-Aug-1925,USA,Swimming,Hemisphere-N,aug
5166,5166,15-Jun-1925,AUSTRALIA,,Hemisphere-S,jun
5167,5167,May 1925,USA,,Hemisphere-N,may
5168,5168,07-Mar-1925 or 27-Mar-1925,AUSTRALIA,Bathing in waist-deep water,Hemisphere-S,mar
5169,5169,12-Mar-1925,AUSTRALIA,Swimming,Hemisphere-S,mar
5170,5170,10-Mar-1925,PAPUA NEW GUINEA,Swimming,Hemisphere-S,mar
5176,5176,21-Nov-1924,USA,Bathing,Hemisphere-N,nov
5178,5178,18-Oct-1924,AUSTRALIA,Bathing,Hemisphere-S,oct
5179,5179,31-Jul-1924,USA,Standing,Hemisphere-N,jul
5181,5181,04-Jul-1924,USA,Fishing,Hemisphere-N,jul
5182,5182,18-Jun-1924,USA,Removing shark from a net,Hemisphere-N,jun
5183,5183,25-Apr-1924,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",Hemisphere-S,apr
5185,5185,20-Apr-1924,AUSTRALIA,Swimming ,Hemisphere-S,apr
5188,5188,13-Feb-1924,AUSTRALIA,Bathing in 5' of water,Hemisphere-S,feb
5189,5189,08-Feb-1924,AUSTRALIA,Bathing,Hemisphere-S,feb
5190,5190,29-Jan-1924,SOUTH AFRICA,Swimming,Hemisphere-S,jan
5191,5191,25-Jan-1924,SOUTH AFRICA,Swimming,Hemisphere-S,jan
5192,5192,09-Jan-1924,AUSTRALIA,Had just dived into water & was swimming,Hemisphere-S,jan
5193,5193,12-Dec-1923,AUSTRALIA,Swimming,Hemisphere-S,dec
5194,5194,02-Dec-1923,AUSTRALIA,"Fishing, standing in waist-deep water",Hemisphere-S,dec
5195,5195,23-Nov-1923,AUSTRALIA,Dry shelling,Hemisphere-S,nov
5196,5196,02-Nov-1923,AUSTRALIA,Fishing,Hemisphere-S,nov
5197,5197,20-Oct-1923,AUSTRALIA,Sailing,Hemisphere-S,oct
5198,5198,17-Oct-1923,AUSTRALIA,Fishing,Hemisphere-S,oct
5199,5199,16-Oct-1923,AUSTRALIA,Pearl diving,Hemisphere-S,oct
5202,5202,16-Jun-1923,AUSTRALIA,"After rowing skiff was holed by shark, he was attempting to swim ashore",Hemisphere-S,jun
5205,5205,22-May-1923,AUSTRALIA,Diving?,Hemisphere-S,may
5206,5206,18-Mar-1923,AUSTRALIA,Diving,Hemisphere-S,mar
5207,5207,Feb-1923,USA,Swimming ,Hemisphere-N,feb
5208,5208,27-Jan-1923,AUSTRALIA,,Hemisphere-S,jan
5209,5209,27-Jan-1923,AUSTRALIA,Swimming,Hemisphere-S,jan
5215,5215,14-Dec-1922,USA,Bathing,Hemisphere-N,dec
5216,5216,05-Dec-1922,AUSTRALIA,Bathing in 3' to 4' of water,Hemisphere-S,dec
5218,5218,29-Oct-1922,AUSTRALIA,Sailing,Hemisphere-S,oct
5219,5219,28-Sep-1922,USA,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Hemisphere-N,sep
5222,5222,19-Jul-1922,USA,,Hemisphere-N,jul
5223,5223,17-Jun-1922,USA,Floating,Hemisphere-N,jun
5225,5225,06-May-1922,SOUTH AFRICA,Swimming,Hemisphere-S,may
5226,5226,26-Apr-1922,AUSTRALIA,Swimming,Hemisphere-S,apr
5229,5229,02-Mar-1922,AUSTRALIA,Bathing in knee-deep water,Hemisphere-S,mar
5231,5231,04-Feb-1922,AUSTRALIA,Swimming,Hemisphere-S,feb
5233,5233,15-Jan-1922,AUSTRALIA,Swimming ,Hemisphere-S,jan
5234,5234,13-Jan-1922,AUSTRALIA,Standing,Hemisphere-S,jan
5235,5235,04-Jan-1922,AUSTRALIA,Surfing,Hemisphere-S,jan
5236,5236,11-Dec-1921,AUSTRALIA,Swimming,Hemisphere-S,dec
5237,5237,27-Nov-1921,AUSTRALIA,Fell from his father's back into the water,Hemisphere-S,nov
5238,5238,27-Nov-1921,AUSTRALIA,"Wading to dinghy, carrying his son",Hemisphere-S,nov
5240,5240,12-Oct-1921,AUSTRALIA,Diving for beche-de-mer ,Hemisphere-S,oct
5241,5241,04-Oct-1921,AUSTRALIA,Diving for beche-de-mer,Hemisphere-S,oct
5247,5247,29-Nov-1920,AUSTRALIA,Wading,Hemisphere-S,nov
5249,5249,22-Nov-1920,AUSTRALIA,Standing,Hemisphere-S,nov
5251,5251,14-Jul-1920,USA,Swimming ,Hemisphere-N,jul
5253,5253,29-Jun-1920,USA,Swimming ,Hemisphere-N,jun
5255,5255,08-Mar-1920,AUSTRALIA,"Boat capsized, swimming to shore",Hemisphere-S,mar
5257,5257,03-Feb-1920,SOUTH AFRICA,Floating face down,Hemisphere-S,feb
5259,5259,15-Jan-1920,AUSTRALIA,Swimming ,Hemisphere-S,jan
5264,5264,07-Dec-1919,AUSTRALIA,Swimming,Hemisphere-S,dec
5265,5265,18-Nov-1919,AUSTRALIA,Sitting in a boat,Hemisphere-S,nov
5267,5267,10-Aug-1919,USA,Swimming,Hemisphere-N,aug
5268,5268,29-May-1919,USA,"""Swimming vigorously""",Hemisphere-N,may
5269,5269,06-Apr-1919,USA,Knocked into the water,Hemisphere-N,apr
5270,5270,16-Mar-1919,AUSTRALIA,Cutter capsized,Hemisphere-S,mar
5271,5271,17-Jan-1919,AUSTRALIA,Swimming,Hemisphere-S,jan
5272,5272,15-Jan-1919,NEW ZEALAND,Swimming,Hemisphere-S,jan
5273,5273,09-Jan-1919,AUSTRALIA,Wading,Hemisphere-S,jan
5274,5274,05-Jan-1919,AUSTRALIA,Wading (shrimping),Hemisphere-S,jan
5277,5277,Nov-1918,USA,Fishing,Hemisphere-N,nov
5279,5279,19-Sep-1918,AUSTRALIA,Bathing,Hemisphere-S,sep
5280,5280,22-Mar-1918,AUSTRALIA,Surfing,Hemisphere-S,mar
5282,5282,15-Dec-1917,AUSTRALIA,Swimming,Hemisphere-S,dec
5284,5284,21-Sep-1917,USA,"Swimming, towing an empty barrel",Hemisphere-N,sep
5285,5285,09-Sep-1917,USA,Stuffing a shark into an automobile,Hemisphere-N,sep
5287,5287,18-Jul-1917,USA,Diving,Hemisphere-N,jul
5289,5289,03-Jun-1917,USA,Swimming beside launch,Hemisphere-N,jun
5293,5293,30-Dec-1916,AUSTRALIA,Bathing,Hemisphere-S,dec
5294,5294,08-Dec-1916,AUSTRALIA,Taking wife to beach & about 1 m from the shore,Hemisphere-S,dec
5295,5295,08-Dec-1916,AUSTRALIA,Swimming 10 m from shore,Hemisphere-S,dec
5297,5297,10-Nov-1916,AUSTRALIA,Swimming,Hemisphere-S,nov
5298,5298,09-Nov-1916,AUSTRALIA,Bathing,Hemisphere-S,nov
5299,5299,11-Oct-1916,USA,"Fishing, attempted to take a netted shark",Hemisphere-N,oct
5300,5300,24-Aug-1916,USA,Netting shrimp,Hemisphere-N,aug
5301,5301,26-Jul-1916,USA,Fishing,Hemisphere-N,jul
5302,5302,13-Jul-1916,USA,Swimming,Hemisphere-N,jul
5303,5303,13-Jul-1916,USA,Swimming,Hemisphere-N,jul
5304,5304,12-Jul-1916,USA,Swimming,Hemisphere-N,jul
5305,5305,12-Jul-1916,USA,Swimming (recovering remains of Stilwell) ,Hemisphere-N,jul
5306,5306,12-Jul-1916,USA,Swimming,Hemisphere-N,jul
5310,5310,06-Jul-1916,USA,Swimming,Hemisphere-N,jul
5311,5311,01-Jul-1916,USA,Swimming,Hemisphere-N,jul
5312,5312,30-Jun-1916,USA,Swimming,Hemisphere-N,jun
5314,5314,23-Jun-1916,USA,,Hemisphere-N,jun
5316,5316,03-Apr-1916,AUSTRALIA,Clinging to overturned rowing boat,Hemisphere-S,apr
5317,5317,19-Mar-1916,AUSTRALIA,Bathing,Hemisphere-S,mar
5319,5319,10-Nov-1915,AUSTRALIA,Bathing,Hemisphere-S,nov
5320,5320,08-Nov-1914,AUSTRALIA,Bathing,Hemisphere-S,nov
5321,5321,03-Aug-1915,USA,,Hemisphere-N,aug
5325,5325,29-Mar-1915,AUSTRALIA,Skin diving for trepang but at surface next to the boat,Hemisphere-S,mar
5326,5326,06-Feb-1915,AUSTRALIA,Swimming,Hemisphere-S,feb
5327,5327,13-Jan-1915,NEW ZEALAND,Fishing,Hemisphere-S,jan
5328,5328,01-Jan-1915,AUSTRALIA,Bathing,Hemisphere-S,jan
5333,5333,09-Sep-1914,USA,Swimming,Hemisphere-N,sep
5338,5338,10-Jun-1914,AUSTRALIA,Bathing,Hemisphere-S,jun
5340,5340,14-May-1914,USA,Fishing,Hemisphere-N,may
5343,5343,03-Mar-1914,USA,Washed into sea while picking opihi & attacked by 2 large sharks,Hemisphere-N,mar
5345,5345,03-Feb-1914,AUSTRALIA,Canoeing,Hemisphere-S,feb
5351,5351,21-Nov-1913,AUSTRALIA,Swimming,Hemisphere-S,nov
5352,5352,21-Sep-1913,USA,,Hemisphere-N,sep
5359,5359,21-May-1913,USA,Fishing,Hemisphere-N,may
5360,5360,02-May-1913,AUSTRALIA,Hauling in net,Hemisphere-S,may
5362,5362,Jan-1913,AUSTRALIA,Diving,Hemisphere-S,jan
5367,5367,30-Aug-1912,USA,Swimming,Hemisphere-N,aug
5368,5368,23-Jul-1912,USA,Swimming,Hemisphere-N,jul
5370,5370,04-May-1912,SOUTH AFRICA,,Hemisphere-S,may
5371,5371,18-Mar-1912,NEW ZEALAND,Swimming,Hemisphere-S,mar
5372,5372,22-Feb-1912,AUSTRALIA,Hard hat diving,Hemisphere-S,feb
