,Date,Country,Activity
5317,19-Mar-1916,AUSTRALIA,Bathing
5318,Reported 09-Dec-1915,AUSTRALIA,Diving
5319,10-Nov-1915,AUSTRALIA,Bathing
5320,08-Nov-1914,AUSTRALIA,Bathing
5321,03-Aug-1915,USA,
5322,Reported 06-Jul-1915,MEXICO,Fishing
5323,Reported 06-Jul-1915,MEXICO,Wading
5324,Reported 15-May-1915,EGYPT,Fell overboard
5325,29-Mar-1915,AUSTRALIA,Skin diving for trepang but at surface next to the boat
5326,06-Feb-1915,AUSTRALIA,Swimming
5327,13-Jan-1915,NEW ZEALAND,Fishing
5328,01-Jan-1915,AUSTRALIA,Bathing
5329,Ca. 1915,USA,
5330,Reported 04-Dec-1914,AUSTRALIA,Swimming
5331,17-Oct-1914,SAMOA,Copra vessel with 19 on board was wrecked in a squall
5332,Reported 26-Sep-1914,JAMAICA,Fell overboard
5333,09-Sep-1914,USA,Swimming
5334,Reported 15-Jul-1914,CROATIA,Washing clothes
5335,Reported 09-Jul-1914,USA,Fishing
5336,07-Jul-1914,CROATIA,
5337,13-Jun-1914,MONTENEGRO,Fishing boat
5338,10-Jun-1914,AUSTRALIA,Bathing
5339,31-May-1914,NEW CALEDONIA,Swimming ashore from swamped 13-ft boat
5340,14-May-1914,USA,Fishing
5341,Reported 14-Mar-1914,USA,Swimming
5342,Reported 10-Mar-1914,GUYANA,Boat swamped
5343,03-Mar-1914,USA,Washed into sea while picking opihi & attacked by 2 large sharks
5344,Reported 09-Feb-1914,AUSTRALIA,Wading
5345,03-Feb-1914,AUSTRALIA,Canoeing
5346,Reported 17-Jan-1914,AUSTRALIA,Wading
5347,1914,SOUTH AFRICA,
5348,Reported 30-Dec-1913,USA,Fishing for mackerel
5349,Reported 26-Dec-1913,CUBA,
5350,27-Nov-1913,NIGERIA,Boat swamped
5351,21-Nov-1913,AUSTRALIA,Swimming
5352,21-Sep-1913,USA,
5353,03-Sep-1913,CROATIA,
5354,Reported 27-Aug-1913,USA,
5355,Reported 27-Aug-1913,USA,
5356,26-Aug-1913,ITALY,
5357,12-July-1913,USA,
5358,Reported 10-Jul-1913,COSTA RICA,Swimming
5359,21-May-1913,USA,Fishing
5360,02-May-1913,AUSTRALIA,Hauling in net
5361,27-Mar-1913,SAMOA,
5362,Jan-1913,AUSTRALIA,Diving
5363,1913,REUNION,Swimming after his hat
5364,1913,REUNION,Swimming
5365,1913,AUSTRALIA,
5366,Reported 30-Nov-1912,PHILIPPINES,Swimming from foundered vessel
5367,30-Aug-1912,USA,Swimming
5368,23-Jul-1912,USA,Swimming
5369,Reported 06-Jul-1912,SOLOMON ISLANDS,Bathing
5370,04-May-1912,SOUTH AFRICA,
5371,18-Mar-1912,NEW ZEALAND,Swimming
5372,22-Feb-1912,AUSTRALIA,Hard hat diving
5373,19-Feb-1912,AUSTRALIA,Swimming
5374,03-Feb-1912,NEW CALEDONIA,Swimming
5375,26-Jan-1912,AUSTRALIA,Swimming
5376,Reported 13-Jan-1912,FIJI,Washed overboard
5377,06-Jan-1912,AUSTRALIA,
5378,01-Jan-1912,AUSTRALIA,Bathing
5379,1912,SPAIN,Fell into the water
5380,08-Nov-1911,USA,
5381,26-Oct-1911,USA,Fell overboard from steamship Rio Grande
5382,25-Oct-1911,AUSTRALIA,Diving
5383,23-Sep-1911,USA,Jumped overboard to rescue companion
5384,20-Sep-1911,USA,Fell overboard & swimming
5385,17-Sep-1911,USA,Bathing
5386,Reported 31-Jul-1911,SPAIN,Bathing
5387,Reported 16-Jul-1911,USA,Fishing
5388,09-May-1911,SOUTH AFRICA,Bathing
5389,Reported 01-May-1911,USA,Fishing
5390,01-May-1911,SOUTH AFRICA,Swimming
5391,Reported 08-Apr-1911,NEW ZEALAND,Fishing
5392,Reported 29-Mar-1911,AUSTRALIA,Swimming
5393,04-Jan-1911,AUSTRALIA,3-masted steel barque Glenbank foundered during a cyclone
5394,1911,USA,Swimming
5395,Ca. 1911,NEW ZEALAND,Fishing
5396,Reported 25-Dec-1910,CROATIA,
5397,Reported 23-Dec-1910,AUSTRALIA,Shipwrecked pearling schooner
5398,28-Nov-1910,NORTH ATLANTIC OCEAN,Fishing
5399,24-Nov-1910,AUSTRALIA,Bathing
5400,Reported 25-Jun-1910,MEXICO,Swimming
5401,Reported 08-Jun-1910,MOZAMBIQUE,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore"
5402,Reported 16-May-1910,USA,"Unknown, their unoccupied yawlboat was recovered"
5403,31-Mar-1910,PANAMA,Fell overboard from USS cruiser Tacoma
5404,08-Mar-1910,NEW ZEALAND,Swimming
5405,Mar-1910,USA,"Hard hat diving, laying some charge of powder"
5406,16-Feb-1910,AUSTRALIA,Surf bathing
5407,26-Jan-1910,AUSTRALIA,
5408,1910,USA,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line"
5409,1910,PHILIPPINES,Swimming
5410,Reported 26-Nov-1909,USA,
5411,Reported 15-Dec-1909,AUSTRALIA,Fell overboard
5412,05-Dec-1909,AUSTRALIA,Fishing
5413,14-Nov-1909 to 19-Nov-1909,INDONESIA,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondaâs boats
5414,Reported 04-Sep-1909,USA,Seine netting
5415,13-Aug-1909,USA,Fell overboard from fishing schooner Halycon
5416,24-Jul-1909,USA,Fell overboard while fishing for sharks
5417,15-Jul-1909,USA,Swimming
5418,Reported 26-Jun-1909,MEXICO,Bathing
5419,26-Jun-1909,SOUTH AFRICA,
5420,18-Jun-1909,AUSTRALIA,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909"
5421,Reported 27-Apr-1909,SPAIN,Fishing
5422,10-Apr-1909,USA,Reported swept away by waves while gathering opihi
5423,Reported 09-Apr-1909,TUNISIA,Diving (Helmet) for sponges
5424,06-Mar-1909,SOUTH AFRICA,Wreck of the 1308-ton Norwegian ship Auckland
5425,17-Jan-1909,,Jumped overboard 
5426,Jan-1909,ITALY,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people"
5427,1909,AUSTRALIA,
5428,31-Dec-1908,SOUTH AFRICA,Swimming
5429,Reported 16-Dec-1908,MEXICO,Swimming ashore from capsized boat
5430,21-Sep-1908,AUSTRALIA,Fell from the jetty
5431,05-Sep-1908,USA,On fishing boat & trailing hand in the water
5432,Reported 28-Aug-1908,SPAIN,Fell overboard from P&O steamship Arabia
5433,Reported 18-Jul-1908,SPAIN,
5434,Reported 08-Jul-1908,CROATIA,Boating
5435,18-Jun-1908,EGYPT,The 168-ton Belmore foundered in heavy seas
5436,08-Jun-1908,USA,The British steamer Caribbee foundered
5437,Reported 02-Jun-1908,PAPUA NEW GUINEA,.
5438,13-May-1908,INDONESIA,native boats sunk in storm
5439,10-May-1908,USA,
5440,08-Jan-1908,USA,Gathering fish stunned by dynamite
5441,21-Dec-1907,AUSTRALIA,Bathing
5442,Reported 18-Oct-1907,AUSTRALIA,Bathing
5443,Reported 16-Oct-1907,CHINA,Fishing
5444,Reported 16-Oct-1907,CHINA,Fishing
5445,14-Oct-1907,AUSTRALIA,Bathing
5446,12-Oct-1907,HAITI,Reached out to disentangle rope & fell overboard
5447,08-Oct-1907,USA,"Diving, retrieving fish caught in net "
5448,Reported 19-Sep-1907,ENGLAND,Swimming
5449,11-Sep-1907,CROATIA,Swimming
5450,Reported 12-Aug-1907,CROATIA,Swimming
5451,Reported 12-Aug-1907,CROATIA,Swimming
5452,Reported 08-Aug-1907,USA,Wading
5453,Reported 14-Jul-1907,CROATIA,Swimming
5454,Reported 04-Jul-1907,AUSTRALIA,.
5455,Jul-1907,USA,Floating in creek
5456,20-Apr-1907,MEXICO,Bathing
5457,26-Mar-1907,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net"
5458,07-Mar-1907,MALTA,Fishing
5459,09-Feb-1907,PHILIPPINES,"Row boat (from the gunboat Elcano) was sinking, put finger in hole"
5460,05-Feb-1907,NEW ZEALAND,Standing
5461,03-Feb-1907,AUSTRALIA,Bathing
5462,1907,VIETNAM,Fishing
5463,1907,USA,"Net fishing, fell into the water"
5464,16-Nov-1906,JAMAICA,Fishing
5465,Reported 10-Oct-1906,USA,
5466,Reported 10-Oct-1906,USA,Swimming
5467,Reported 10-Oct-1906,USA,Diving
5468,Reported 10-Oct-1906,USA,Swimming
5469,Reported 27-Sep-1906,INDONESIA,Swimming
5470,Reported 27-Sep-1906,INDONESIA,Swimming
5471,Reported 05-Sep-1906,AUSTRALIA,Swimming
5472,Sep-1906,USA,Fishing
5473,20-Aug-1906,YEMEN ,Diving around anchored liner
5474,04-Aug-1906,USA,Fell overboard
5475,Reported 05-Jul-1906,USA,Swimming
5476,Jul-1906,MOZAMBIQUE,
5477,Reported 27-Apr-1906,INDONESIA,Hard hat diving
5478,16-Apr-1906,AUSTRALIA,Shooting sharks 
5479,14-Apr-1906,AUSTRALIA,Diving for beche-de-mer 
5480,Reported 10-April 1906,INDONESIA,The schooner Tahitienne foundered in a hurricane
5481,Reported 02-April 1906,AUSTRALIA,.
5482,Reported 14-Feb-1906,NEW ZEALAND,Swimming
5483,28-Jan-1906,AUSTRALIA,Bathing
5484,20-Jan-1906,SOUTH AFRICA,Washing horses
5485,31-Dec-1905,SOUTH AFRICA,Floating or standing
5486,29-Dec-1905,AUSTRALIA,Bathing
5487,29-Sep-1905,AUSTRALIA,Swimming
5488,Reported 06-Sep-1905,USA,Fishing
5489,24-Aug-1905,EGYPT,Human head found in shark caught by British steamer Syria
5490,Late Aug-1905,USA,Swimming from naptha launch after a day of fishing
5491,Aug-1905,PHILIPPINES,Bathing
5492,29-Jul-1905,USA,Wading
5493,Reported 25-Jul-1905,ITALY,
5494,10-Jul-1905,INDONESIA,Jumped or fell overboard
5495,Jul-1905,USA,Fishing
5496,22-May-1905,USA,Swimming
5497,06-Apr-1905,SOUTH AFRICA,Swimming
5498,26-Mar-1905,AUSTRALIA,Bathing
5499,25-Mar-1905,AUSTRALIA,Bathing
5500,10-Feb-1905,AUSTRALIA,Bathing
5501,01-Jan-1905,AUSTRALIA,Bathing
5502,1905,USA,Harpooning turtles
5503,02-Nov-1904,PHILIPPINES,Bathing alongside US Naval ship
5504,Reported 11-Oct-1904,INDIAN OCEAN,Fell overboard
5505,Sep-1904,CUBA,Lost his footing & fell overboard
5506,Aug-1904,CUBA,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull"
5507,28-Jul-1904,USA,Sailing
5508,27-Jul-1904,USA,Swimming
5509,Reported 01-Jul-1904,ITALY,Swimming
5510,07-Feb-1904,AUSTRALIA,Swimming after his hat
5511,04-Feb-1904,NEW ZEALAND,Swimming
5512,23-Jan-1904,NEW CALEDONIA,Bathing
5513,1904,REUNION ISLAND,Swimming
5514,1904,USA,Diving on a wreck
5515,1904,PHILIPPINES,Bathing
5516,1904,USA,Swimming
5517,04-Oct-1903,CUBA,Fell overboard
5518,Reported 16-Sep-1903,USA,Fishing
5519,July-1903,FALKLAND ISLANDS,"Swimming, after falling overboard"
5520,21-Jun-1903,AUSTRALIA,Swimming
5521,04-May-1903,MEXICO,Bathing
5522,Reported 20-Mar-1903,AUSTRALIA,Suicide
5523,12-Mar-1903,AUSTRALIA,Swimming
5524,10-Jan-1903,AUSTRALIA,
5525,Summer of 1903,CRETE,Sponge diving
5526,Ca. 1903,USA,Fishing
5527,Reported 22-Dec-1902,NICARAGUA,Swimming
5528,10-Nov-1902,AUSTRALIA,Swimming
5529,Reported 01-Nov-1902,USA,Fishing
5530,Reported 29-Aug-1902,ITALY,Swimming
5531,Reported 24-Aug-1902,CROATIA,Fishing
5532,08-Aug-1902,USA,Catching crabs
5533,15-Jul-1902,ITALY,Fishing
5534,06-Jul-1902,USA,Swimming
5535,02-Jun-1902,PHILIPPINES,
5536,Jun-1902,EGYPT,Sponge diving
5537,Apr-1902,SOUTH AFRICA,Swimming
5538,.Reported 22-Feb-1902,NEW ZEALAND,Standing on ship deck
5539,Reported 25-Jan-1902,AUSTRALIA,Dangling feet in the water
5540,Reported 19-Jan-1902,SOUTH AFRICA,
5541,19-Jan-1902,AUSTRALIA,Swimming
5542,01-Dec-1901,AUSTRALIA,Bathing
5543,Mid Oct-1901,PHILIPPINES,Taking catch from a fish weir in which the shark was snared
5544,Reported 23-Sep-1901,CYPRUS,Swimming
5545,30-Jul-1901,SOUTH AFRICA,Swimming
5546,17-Jul-1901,ITALY,Swimming
5547,Reported 29-Jun-1901,YEMEN ,Diving around anchored liner
5548,24-Jun-1901,PHILIPPINES,Swimming
5549,30-Jan-1901,AUSTRALIA,Bathing
5550,Summer 1901,USA,Bathing
5551,27-Dec-1900,AUSTRALIA,Bathing
5552,14-Nov-1900,SOUTH AFRICA,Swimming
5553,27-Oct-1900,SOUTH AFRICA,Swimming
5554,15-Sep-1900,AUSTRALIA,Swimming
5555,13-Sep-1900,USA,Diving
5556,05-Sep-1900,USA,Floating
5557,21-Aug-1900,USA,Bathing
5558,31-Jul-1900,CROATIA,Swimming
5559,14-Jul-1900,USA,Hunting seashells
5560,Late Jul-1900,USA, 
5561,28-Jan-1900,AUSTRALIA,"Standing, gathering oysters"
5562,Early 1900s,USA,
5563,Ca. 1900,SOUTH AFRICA,Swimming
5564,18-Dec-1899,AUSTRALIA,Fell into the water
5565,20-Nov-1899,PHILIPPINES,Sea Disaster
5566,28-Oct-1899,AUSTRALIA,Fishing for squid
5567,Reported 12-Oct-1899,LIBYA,Diving
5568,Reported 12-Oct-1899,LIBYA,Sponge diving
5569,Reported 11-Sep-1899,MEXICO,Swimming
5570,Reported 23-Aug-1899,USA,Hunting sharks
5571,15-Aug-1899,USA,Swimming
5572,08-Aug-1899,EGYPT ,Floating on his back
5573,08-Aug-1899,EGYPT ,Bathing
5574,08-Aug-1899,EGYPT,Bathing
5575,Reported 08-Jul-1899,BAHAMAS,Fell overboard 
5576,07-Jun-1899,ITALY,Fishing
5577,02-Jun-1899,NEW ZEALAND,Attempting to land a boat from the Hinemoa
5578,28-May-1899,PHILIPPINES,Swimming
5579,Reported 04-May-1899,ITALY,Bathing
5580,28-Jan-1899,AUSTRALIA,Bathing
5581,1899 During the Seige of Ladysmith,SOUTH AFRICA,Dangling feet in the water
5582,1899,USA,Rowing
5583,Ca. 1899,USA,Hunting crayfish
5584,Reported 28-Dec-1898,AUSTRALIA,Fell oveboard
5585,28-Oct-1898,USA,Jumped overboard
5586,Reported 19-Sep-1898,,Diving
5587,Reported 19-Sep-1898,,Diving
5588,Reported 07-Sep-1898,WEST INDIES,Fell overboard
5589,22-Aug-1898,USA,Swimming
5590,Reported 26-Jul-1898,AUSTRALIA,Swimming after their boat capsized
5591,15-Jul-1898,YEMEN ,Swimming at side of small boat
5592,14-Jul-1898,YEMEN ,Standing
5593,Jul-1898,CUBA,Swimming
5594,22-Jun-1898,NEW CALEDONIA,boat from City of Naples capsized
5595,13-Apr-1898,FIJI,The cutter Francis Adams foundered
5596,1898.01.24,SRI LANKA,Swimming
5597,Reported 1898,CRETE,Sponge divers
5598,1898,USA,Fishing (Seining)
5599,1898 (soon after the close of the Spanish-American War),CUBA,13 men in the water after sailboat capsized & sank
5600,1898,JAMAICA,Trailing hand in the water
5601,1898,CUBA,Attempting to escape by swimming to shore
5602,1898-1899,USA,
5603,Summer of 1898,YEMEN ,Diving for coins
5604,1898,USA,Loss of the schooner Nomad
5605,Reported 04-Dec-1897,USA,Angling
5606,15-Oct-1897,MEXICO,Diving
5607,Reported 05-Oct-1897,MARSHALL ISLANDS,Fishing
5608,17-Sep-1897,USA,Fishing
5609,06-Sep-1897,USA,Standing
5610,21-Jul-1897,SOUTH AFRICA,Wading after stray fish from seine netterâs catch
5611,09-Jun-1897,YEMEN ,Wreck of the steamship Sultan of Bombay
5612,Reported 15-Mar-1897,,Swimming
5613,Reported 15-Mar-1897,USA,Fishing
5614,1897,NEW ZEALAND,
5615,1897,EGYPT,
5616,23-Decp1896,AUSTRALIA,Fishing
5617,20-Dec-1896,NEW ZEALAND,Bathing
5618,Reported 17-Dec-1896,NEW ZEALAND,
5619,29-Nov-1896,AUSTRALIA,Swimming
5620,01-Nov-1896,AUSTRALIA,Boat swamped
5621,Reported 11-Sep-1896,SRI LANKA,Diving
5622,25-Jul-1896,USA,Fishing
5623,Reported 21-Jun-1896,USA,Bathing
5624,11-Jan-1896,AUSTRALIA,Bathing
5625,1896,USA,"Swimming ashore from a ""filibuster"""
5626,1896,HAITI,Wading
5627,09-Dec-1895,AUSTRALIA,Bathing
5628,Reported 21-Nov-1895,BARBADOS,Diving for coins
5629,16-Nov-1895,AUSTRALIA,Fishing
5630,18-Sep-1895,CUBA,Shipwreck
5631,Reported 14-Sep-1895,YEMEN ,Diving for coins
5632,Sep-1895,USA,Fishing
5633,11-Aug-1895,USA,Swimming
5634,2-Aug-1895,USA,Fishing
5635,Reported 16-Jul-1895,JAPAN,Hunting seals
5636,Reported 13-Jun-1895,,Diving
5637,Reported 03-Jun-1895,AUSTRALIA,Pearl diving
5638,21-May-1895,BAHAMAS,Sea Disaster : Wreck of the Carrie E. Long
5639,03-May-1895,NEW ZEALAND,"""Boat accident"""
5640,29-Apr-1895,SOUTH AFRICA,"""Crossing the river"""
5641,23-Apr-1895,NEW ZEALAND,Swimming
5642,Reported 29-Mar-1895,INDONESIA,Swimming
5643,15-Mar-1895,AUSTRALIA,Swimming
5644,27-Feb-1895,AUSTRALIA,Swimming
5645,Reported 23-Feb-1895,PANAMA,"Swimming, after sailboat capsized"
5646,1895,AUSTRALIA,
5647,11-Dec-1894,USA,Fishing
5648,28-Nov-1894,AUSTRALIA,Bathing
5649,Reported 06-Oct-1894,USA,Swimming
5650,Reported 12-Sep-1894,USA,Bathing
5651,Reported 06-Sep-1894,FIJI,Dangling feet in the water
5652,Reported 01-Sep-1894,USA,Fishing
5653,21-Aug-1894,USA,Swimming
5654,01-Aug-1894,USA,Swimming / floating on his back
5655,Reportd 15-Jul-1894,FRANCE,Fishing
5656,29-Jun-1894,USA,Bathing
5657,25-Jun-1894,SOUTH AFRICA,Swimming after harpooned whale capsized boat
5658,Reported 15-Jun-1894,USA,Bathing 
5659,Reported 15-Jun-1894,MEXICO,Fell from yardarm of British ship Rover
5660,Reported 28-Apr-1894,BURMA,Bathing
5661,Reported 28-Apr-1894,BURMA,Bathing
5662,Reported 20-Oct-1893,INDIA,Murder
5663,16-Oct-1893,CROATIA,small boat
5664,03-Jul-1893,PHILIPPINES,Abandoning burning steamship Don Juan
5665,Reported 22-Jun-1893,NIGERIA,A barque wrecked
5666,22-Jun-1893,LEBANON,HMS Victoria collided with the HMS Camperdown
5667,Reported 23-May-1893,FIJI,Canoe swamped
5668,17-May-1893,CUBA,His balloon crashed in the harbor
5669,Reported 15-Apr-1893,SOUTH ATLANTIC OCEAN,Swimming after falling overboard from the sealing ship Vesper
5670,14-Apr-1893,AUSTRALIA,"Boat capsized, swimming ashore"
5671,04-Apr-1893,AUSTRALIA,"Boat capsized, swimming ashore"
5672,Reported 30-Jan-1893,NEW ZEALAND,Bathing
5673,Reported 18-Jan-1893,FRENCH POLYNESIA,Murdered
5674,1893,EGYPT,
5675,15-Dec-1892,ATLANTIC OCEAN,Fell overboard
5676,Reported 09-Nov-1892,AUSTRALIA,Fishing
5677,06-Nov-1892,AUSTRALIA,Swimming
5678,Reported 16-Sep-1892,USA,
5679,24-Jun-1892,FRANCE,Fishing boat
5680,Reported 20-Jun-1892,CUBA,Riding a horse
5681,Reported 19-May-1892,NEW ZEALAND,Bathing
5682,Reported 21-Apr-1892,BAHAMAS,Fell overboard from sponge vessel
5683,Reported 25-Mar-1892,PACIFIC OCEAN,a canoe was pursuing a schooner that had forcibily abducted 5 young girls
5684,02-Mar-1892,AUSTRALIA,Fishing
5685,1892,AUSTRALIA,Dress diving
5686,Reported 31-Dec-1891,AUSTRALIA,Swimming
5687,Reported 22-Dec-1891,NEW ZEALAND,"Swimming, after boat swamped"
5688,29-Nov-1891,MARTINIQUE,Attempting to rescue shipmate
5689,Reported 14-Sep-1891,KIRIBATI,"Sea Disaster, canoes capsized in storm"
5690,Reported 30-Aug-1891,CANADA,Knocked overboard
5691,29-Aug-1891,USA,Shooting sharks 
5692,11-Jun-1891,USA,Fishing for sharks when he became entangled in net & fell overboard
5693,10-Mar-1891,PARAGUAY,Fleeing across a river
5694,Reported 08-Jan-1891,JAMAICA,boat capsized
5695,30-Dec-1890,AUSTRALIA,Swimming to shore after boat capsized by a squall
5696,Reported 27-Dec-1890,BRITISH NEW GUINEA,Thrown overboard
5697,Reported 25-Oct-1890,ATLANTIC OCEAN,Thrown overboard
5698,Reported 17-Aug-1890,USA,Fishing for bluefish
5699,9-Aug-1890,USA,Treading for clams
5700,08-Aug-1890,SAMOA,Bathing
5701,06-26-1890,CROATIA,Swimming
5702,Reported 14-Jun-1890,PERSIAN GULF,Fell overboard
5703,Reported 02-Jun-1890,EGYPT,Swimming
5704,14-May-1890,SOUTH AFRICA,
5705,Reported 03-Mar-1890,CEYLON,Diving
5706,25-Feb-1890,MALTA,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water"
5707,1890,AUSTRALIA,Wading
5708,1890,INDIA,Diving
5709,1890,INDIA,Diving
5710,1890,NEW ZEALAND,Swimming
5711,Ca. 1890,SOUTH AFRICA,Bathing
5712,Reported 29-Nov-1889,GREECE,
5713,22-Nov-1889,AUSTRALIA,Fell into the water
5714,16-Nov-1889,USA,Parachuted from balloon
5715,Reported 03-Oct-1889,INDIA,Swimming
5716,21-Jul-1889,USA,Swimming
5717,19-Jul-1889,USA,Fishing
5718,08-Jul-1889,AUSTRALIA,Fell into the water
5719,Reported 31-Jan-1889,USA,Fishing
5720,Jan-1889,SIERRA LEONE,Cleaning the side of a ship
5721,Reported 25-Dec-1888,INDIAN OCEAN,Swimming
5722,09-Dec-1888,AUSTRALIA,Swimming
5723,Dec-1888,AUSTRALIA,Working on the bridge when he fell into the river
5724,Reported 23-Oct-1888,CROATIA,
5725,14-Aug-1888,CANADA,The steamships Thingvalla and Geiser collided
5726,Reported 01-Aug-1888,USA,Sailing
5727,Reported 20-Jul-1888,JAMAICA,Probabable drowning
5728,Reported 13-Jul-1888,INDIA,The Dwarka foundered
5729,04-Jul-1888,CROATIA,
5730,24-Jun-1888,AUSTRALIA,Fishing
5731,Reported 18-Jun-1888,AUSTRALIA,The cutter yacht Cutty Sark sank
5732,17-Feb-1888,NEW ZEALAND,Floating on his back
5733,22-Jan-1888,AUSTRALIA,Rowing
5734,Feb-1888,SOUTH AFRICA,Crossing the river mouth
5735,1888,LIBYA,Sponge diving
5736,Reported 22-Dec-1887,HONDURAS,Fell oveboard from steamer Wanderer
5737,04-Dec-1887,AUSTRALIA,
5738,18-Oct-1887,USA,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat"
5739,October 1887,BAHAMAS,"Sea disaster, wreck of the Alfred Watts"
5740,22-Sep-1887,ITALY,Swimming
5741,11-Sep-1887,CROATIA,
5742,30-Jul-1887,,"Sea disaster, wreck of the sloop Sara"
5743,12-Mar-1887,AUSTRALIA,Rowing a dinghy
5744,Reported 08-Feb-1887,NEW ZEALAND,Swimming
5745,08-Feb-1887,SOUTH AFRICA,
5746,20-Jan-1887,BRAZIL,The passenger ship Kapuna was run down the ore carrier Ada Melmore
5747,12-Jan-1887,SOUTH AFRICA,Swimming
5748,1887,OCEAN,British ship Macedon was thrown on her beam ends by a sudden squall
5749,Mid-Aug-1886,USA,
5750,Mid-Aug-1886,USA,"Netting menhaden, sharks caught in net"
5751,Aug-1886,USA,Clamming
5752,17-Jun-1886,AUSTRALIA,Swimming after being washed overboard
5753,02-Jun-1886,USA,"Fishing from shore, washed into the sea"
5754,06-May-1886,NEW CALEDONIA,Bathing
5755,26-Apr-1886,AUSTRALIA,Oystering
5756,11-Apr-1886,NEW ZEALAND,Sea disaster : Wreck of the Taiaroa
5757,Reported 06-Mar-1886,NEW ZEALAND,Bathing 
5758,Mar-1886,AUSTRALIA,He drowned when boat capsized
5759,13-Feb-1886,AUSTRALIA,Fishing
5760,28-Jan-1886,SOUTH AFRICA,Diving off jetty
5761,26-Jan-1886,AUSTRALIA,Diving alongsidethe steamship Ranelagh 
5762,01-Jan-1886,SOUTH AFRICA,Swimming
5763,1886,AUSTRALIA,Sailing
5764,Reported 26-Nov-1885,AUSTRALIA,
5765,26-Nov-1885,AUSTRALIA,Bathing
5766,17-Aug-1885,ATLANTIC OCEAN,Fell or jumped overboard from the liner Rhynland
5767,26-Jul-1885,USA,Wreck of the schooner Pohoiki 
5768,26-Jul-1885,USA,Wreck of the schooner Pohoiki 
5769,26-Jul-1885,USA,Wreck of the schooner Pohoiki 
5770,Reported 16-Apr-1885,,Swimming
5771,09-Apr-1885,NEW ZEALAND,Bathing
5772,28-Mar-1885,SOUTH AFRICA,Fishing
5773,13-Dec-1884,AUSTRALIA,yachting accident
5774,Reported 08-Dec-1884,FRANCE,
5775,Reported 28-Aug-1884,USA,Boating
5776,18-Aug-1884,USA,Clamming
5777,Reported 28-Apr-1884,BRAZIL,Fell overboard from the steamship Chala
5778,16-Jan-1884,SOUTH AFRICA,Swimming
5779,14-Jan-1884,AUSTRALIA,Fell overboard
5780,19-Dec-1883,AUSTRALIA,Swimming
5781,Reported 18-Dec-1883,USA,Knocked overboard
5782,Reported 20-Oct-1883,URUGUAY,Fell overboard & rescuer
5783,Reported 19-Oct-1883,USA,Jumped overboard 
5784,Reported 14-Sep-1883 (probably happened Ca. 1843/1844),AUSTRALIA,Swimming / escaping imprisonment 
5785,05-Jul-1883,GEORGIA,Fishing for sharks
5786,Reported 26-Feb-1883,AUSTRALIA,Diving
5787,Reported 25-Feb-1883,AUSTRALIA,Diving
5788,21-Jan-1883,AUSTRALIA,Bathing
5789,1883,PACIFIC OCEAN,Fishing
5790,Summer of 1883,USA,Fell overboard
5791,1883,USA,
5792,1883,USA,
5793,03-Dec-1882,NEW ZEALAND,Restraining a beached shark
5794,12-Nov-1882,NEW ZEALAND,Bathing
5795,12-Nov-1882,NEW ZEALAND,Bathing
5796,Sep-1882,JAPAN,Clinging to shipwrecked junk
5797,14-May-1882,AUSTRALIA,Fell overboard
5798,Reported 12-May-1882,AUSTRALIA,Pearl diving
5799,15-Apr-1882,AUSTRALIA,Fishing
5800,Reported  07-Feb-1882,AUSTRALIA,Pearl diving
5801,Reported 23-Jan-1882,AUSTRALIA,Bathing
5802,Reprted 05-Jan-1882,ATLANTIC OCEAN,Fell overboard from the Selim
5803,1882,USA,"During ""an exhibition"" he was tied in sack & thrown overboard "
5804,1882,AUSTRALIA,
5805,13-Nov-1881,AUSTRALIA,Swimming
5806,16-Oct-1881,USA,Bathing
5807,05-Sep-1881,USA,Bathing
5808,Reported 16-Aug-1881,,"Floating, holding onto an oar after dory capsized"
5809,12-Aug-1881,USA,Swimming
5810,25-Jul-1881,,Bathing
5811,13-Jun-1881,USA,Fell overboard
